event_id,product_id,date,event_type,call_count,sms_count,data_count,direction,roaming,calling_msisdn,called_msisdn
1152,748,2022-03-03 18:09:23,call,32,0,0,outgoing,----------,+55-52-52543655,+55-82-82086443
1153,748,2022-03-04 16:03:15,call,41,0,0,outgoing,----------,+55-17-17663653,+55-17-17285236
1154,748,2022-03-05 06:59:18,sms,0,1,0,incoming,----------,+310-49-95369468,+55-14-14085807
1155,748,2022-03-01 21:12:41,data,0,0,62,incoming,----------,+55-51-51278561,+55-31-31436207
1156,748,2022-03-03 08:57:42,sms,0,1,0,outgoing,----------,+55-84-84123060,+55-08-08655217
1157,748,2022-03-01 16:29:09,call,2,0,0,outgoing,----------,+55-42-42654533,+55-13-13618880
1158,748,2022-03-02 13:31:43,call,9,0,0,incoming,----------,+55-86-86761450,+55-65-65682741
1159,511,2022-03-07 22:12:17,data,0,0,130,outgoing,----------,+55-63-63256388,+55-52-52584252
1160,511,2022-03-06 05:58:56,call,9,0,0,outgoing,----------,+55-37-37783450,+55-68-68722535
1161,511,2022-03-01 10:23:00,data,0,0,109,outgoing,----------,+55-42-42531805,+55-14-14631546
1162,511,2022-03-06 06:45:07,sms,0,1,0,outgoing,----------,+55-22-22317618,+55-16-16042573
1163,511,2022-03-07 10:56:40,data,0,0,15,incoming,roaming,+55-27-27262555,+55-56-56565668
1164,511,2022-03-06 15:09:18,data,0,0,187,incoming,roaming,+55-64-64141432,+55-14-14425416
1165,511,2022-03-04 22:44:46,call,31,0,0,incoming,----------,+55-28-28422764,+55-88-88356011
1166,511,2022-03-06 09:01:44,call,4,0,0,outgoing,----------,+55-18-18202147,+55-72-72728762
1167,511,2022-03-02 02:55:12,data,0,0,5,outgoing,----------,+55-18-18650435,+55-46-46847537
1168,104,2022-03-04 02:43:09,data,0,0,71,incoming,----------,+55-44-44860634,+55-74-74565052
1169,104,2022-03-04 17:38:08,data,0,0,159,incoming,----------,+55-62-62382018,+55-43-43371050
1170,435,2022-03-01 00:53:13,sms,0,1,0,incoming,----------,+500-66-75538728,+55-68-68722535
1171,435,2022-03-02 02:40:34,data,0,0,141,incoming,----------,+735-15-76507636,+55-01-01258358
1172,435,2022-03-04 11:50:34,call,13,0,0,incoming,----------,+55-40-40858747,+55-31-31127256
1173,435,2022-03-03 10:01:23,sms,0,1,0,outgoing,roaming,+55-54-54755716,+55-18-18247578
1174,435,2022-03-03 10:06:46,sms,0,1,0,incoming,----------,+55-26-26588248,+55-45-45635800
1175,435,2022-03-03 04:47:18,sms,0,1,0,incoming,roaming,+55-10-10406870,+55-40-40438265
1176,702,2022-03-05 20:06:13,data,0,0,180,outgoing,----------,+55-20-20038308,+55-23-23888115
1177,702,2022-03-04 01:58:42,call,42,0,0,incoming,----------,+55-08-08165160,+55-40-40867731
1178,702,2022-03-04 19:36:43,call,34,0,0,incoming,----------,+55-60-60770178,+55-40-40502003
1179,702,2022-03-04 03:21:41,sms,0,1,0,outgoing,----------,+55-67-67688241,+55-74-74736161
1180,702,2022-03-05 19:31:40,data,0,0,9,incoming,----------,+55-62-62273757,+55-21-21526776
1181,702,2022-03-03 10:31:42,call,21,0,0,outgoing,roaming,+55-58-58721473,+55-01-01754154
1182,702,2022-03-03 19:38:10,data,0,0,57,incoming,----------,+55-22-22351361,+55-80-80503771
1183,702,2022-03-07 21:06:02,call,48,0,0,incoming,----------,+55-73-73800856,+55-75-75473374
1184,280,2022-03-07 14:41:44,data,0,0,171,outgoing,----------,+55-17-17663653,+55-13-13770032
1185,280,2022-03-04 09:45:39,sms,0,1,0,outgoing,----------,+55-06-06028178,+55-41-41486631
1186,280,2022-03-04 23:54:11,data,0,0,114,incoming,----------,+55-72-72050845,+55-10-10625311
1187,280,2022-03-03 11:02:43,sms,0,1,0,outgoing,----------,+55-45-45437525,+55-35-35366807
1188,280,2022-03-01 07:24:19,data,0,0,1,incoming,----------,+55-67-67478047,+55-84-84148864
1189,280,2022-03-05 03:18:02,call,18,0,0,outgoing,----------,+55-07-07835438,+55-17-17285236
1190,280,2022-03-02 09:10:53,call,3,0,0,outgoing,----------,+55-07-07344085,+55-32-32723305
1191,280,2022-03-02 13:17:18,call,7,0,0,incoming,----------,+317-59-46479788,+55-24-24888236
1192,331,2022-03-03 01:53:20,sms,0,1,0,incoming,----------,+55-56-56565668,+55-33-33028220
1193,331,2022-03-04 02:08:14,sms,0,1,0,incoming,----------,+55-21-21470350,+55-71-71714470
1194,331,2022-03-07 15:09:49,data,0,0,186,outgoing,----------,+55-42-42525754,+55-21-21225305
1195,331,2022-03-07 10:23:59,sms,0,1,0,incoming,----------,+55-81-81877623,+55-71-71170378
1196,331,2022-03-01 05:52:09,sms,0,1,0,incoming,----------,+55-22-22486832,+55-68-68540533
1197,331,2022-03-04 09:51:22,data,0,0,70,incoming,roaming,+55-67-67485163,+55-18-18638784
1198,331,2022-03-05 06:27:23,data,0,0,49,incoming,----------,+55-22-22461325,+55-71-71537272
1199,331,2022-03-06 04:00:01,call,25,0,0,incoming,----------,+55-62-62273757,+55-85-85143036
1200,331,2022-03-05 14:44:31,sms,0,1,0,outgoing,----------,+55-00-00004672,+721-38-65712650
1201,433,2022-03-04 01:57:02,sms,0,1,0,outgoing,----------,+55-75-75184376,+55-34-34224364
1202,404,2022-03-04 17:25:37,call,26,0,0,incoming,----------,+55-27-27048334,+55-77-77548316
1203,404,2022-03-04 19:26:48,sms,0,1,0,incoming,----------,+55-26-26144325,+55-65-65682741
1204,404,2022-03-06 06:56:23,data,0,0,6,outgoing,----------,+55-63-63256388,+55-08-08456640
1205,404,2022-03-07 23:58:28,data,0,0,102,incoming,----------,+55-34-34641636,+55-66-66073421
1206,404,2022-03-02 10:07:19,call,16,0,0,incoming,----------,+55-22-22488308,+55-61-61666757
1207,404,2022-03-01 05:45:50,sms,0,1,0,outgoing,----------,+55-54-54420377,+55-45-45083456
1208,395,2022-03-06 14:17:54,call,5,0,0,incoming,roaming,+515-73-86255974,+55-78-78117236
1209,395,2022-03-05 02:26:21,call,41,0,0,incoming,----------,+55-83-83852524,+55-87-87782381
1210,395,2022-03-07 03:29:21,data,0,0,96,incoming,----------,+55-06-06028178,+55-67-67130461
1211,395,2022-03-02 19:24:02,call,12,0,0,outgoing,----------,+55-67-67175275,+55-82-82456727
1212,395,2022-03-03 20:38:44,data,0,0,198,outgoing,----------,+55-33-33751327,+55-14-14083383
1213,395,2022-03-04 23:36:09,sms,0,1,0,outgoing,----------,+55-18-18040808,+55-64-64163664
1214,395,2022-03-03 11:12:38,data,0,0,174,outgoing,----------,+55-62-62382018,+55-27-27078088
1215,395,2022-03-07 08:23:52,call,32,0,0,outgoing,----------,+55-68-68445005,+55-04-04576027
1216,395,2022-03-02 02:13:48,call,34,0,0,outgoing,----------,+55-72-72050845,+55-45-45507365
1217,216,2022-03-02 12:30:39,data,0,0,21,outgoing,----------,+55-87-87044625,+55-74-74236018
1218,19,2022-03-05 18:33:13,call,17,0,0,incoming,----------,+55-36-36760142,+55-21-21526776
1219,19,2022-03-03 19:47:02,call,6,0,0,incoming,----------,+55-22-22673110,+55-32-32853475
1220,19,2022-03-07 08:58:10,sms,0,1,0,incoming,----------,+55-78-78117236,+55-54-54755716
1221,19,2022-03-03 07:30:54,data,0,0,75,incoming,----------,+55-45-45407416,+55-81-81348156
1222,19,2022-03-04 13:53:39,data,0,0,181,incoming,----------,+55-48-48283045,+55-66-66731181
1223,19,2022-03-06 04:09:19,sms,0,1,0,incoming,----------,+55-00-00630363,+55-58-58276522
1224,19,2022-03-07 06:30:50,sms,0,1,0,outgoing,----------,+55-27-27808260,+55-07-07324005
1225,19,2022-03-05 03:50:24,call,42,0,0,incoming,roaming,+55-03-03218056,+55-26-26742240
1226,746,2022-03-02 01:30:52,call,47,0,0,incoming,----------,+55-45-45876708,+55-84-84470862
1227,746,2022-03-03 12:35:49,call,23,0,0,outgoing,----------,+55-88-88402754,+55-86-86180133
1228,746,2022-03-05 22:23:50,sms,0,1,0,incoming,----------,+754-67-65555697,+55-45-45083456
1229,746,2022-03-07 23:38:56,sms,0,1,0,incoming,----------,+55-88-88465543,+55-62-62273757
1230,746,2022-03-06 22:54:12,sms,0,1,0,outgoing,----------,+55-54-54640402,+55-74-74617204
1231,746,2022-03-04 08:33:57,call,16,0,0,outgoing,roaming,+55-05-05075561,+55-34-34832825
1232,746,2022-03-07 10:09:26,data,0,0,153,outgoing,----------,+55-14-14083383,+55-32-32752333
1233,746,2022-03-03 21:04:02,call,19,0,0,outgoing,----------,+55-48-48105111,+55-04-04753056
1234,746,2022-03-03 15:56:52,call,45,0,0,outgoing,----------,+55-56-56044787,+55-76-76611062
1235,250,2022-03-04 21:50:19,sms,0,1,0,outgoing,----------,+55-52-52135731,+55-24-24888236
1236,250,2022-03-07 04:13:29,data,0,0,48,incoming,----------,+55-16-16113815,+55-61-61306836
1237,399,2022-03-01 19:00:51,data,0,0,37,incoming,----------,+55-17-17764105,+55-51-51638044
1238,484,2022-03-01 18:08:24,sms,0,1,0,outgoing,----------,+55-74-74430560,+55-25-25205125
1239,484,2022-03-06 10:13:02,sms,0,1,0,outgoing,----------,+55-01-01754154,+55-62-62273757
1240,484,2022-03-04 10:21:06,data,0,0,23,incoming,----------,+55-23-23414127,+55-74-74435041
1241,484,2022-03-02 14:56:30,sms,0,1,0,incoming,----------,+55-20-20038308,+55-20-20643272
1242,484,2022-03-01 15:48:13,data,0,0,54,incoming,----------,+55-72-72371105,+55-61-61827712
1243,484,2022-03-02 07:46:18,sms,0,1,0,outgoing,roaming,+55-58-58484332,+55-34-34822585
1244,333,2022-03-05 02:36:51,call,5,0,0,outgoing,----------,+55-26-26144325,+55-86-86654753
1245,333,2022-03-03 04:15:16,call,32,0,0,incoming,----------,+55-40-40437762,+55-04-04210721
1246,333,2022-03-03 02:14:46,sms,0,1,0,outgoing,roaming,+55-85-85002510,+55-12-12243077
1247,333,2022-03-04 18:06:12,data,0,0,154,incoming,----------,+55-34-34641636,+55-48-48210502
1248,333,2022-03-02 13:59:48,call,37,0,0,outgoing,----------,+55-45-45407416,+55-21-21526776
1249,333,2022-03-06 18:58:01,sms,0,1,0,incoming,roaming,+55-82-82086443,+55-12-12300222
1250,333,2022-03-05 21:23:18,data,0,0,31,outgoing,----------,+55-84-84573352,+55-70-70306348
1251,229,2022-03-05 14:04:53,call,1,0,0,incoming,----------,+55-48-48672150,+55-33-33381276
1252,229,2022-03-06 03:22:23,sms,0,1,0,incoming,roaming,+55-11-11708748,+55-22-22488308
1253,751,2022-03-06 16:46:21,sms,0,1,0,outgoing,roaming,+55-04-04314372,+55-75-75068176
1254,751,2022-03-03 10:02:37,sms,0,1,0,incoming,----------,+55-18-18755020,+55-28-28101343
1255,751,2022-03-06 22:11:42,call,22,0,0,incoming,roaming,+55-48-48283045,+55-72-72371105
1256,751,2022-03-02 05:58:22,call,5,0,0,outgoing,----------,+55-41-41205648,+55-26-26644543
1257,751,2022-03-02 03:21:55,data,0,0,74,incoming,----------,+55-53-53535570,+55-51-51261271
1258,751,2022-03-01 05:08:00,sms,0,1,0,incoming,roaming,+55-20-20307061,+55-10-10246523
1259,751,2022-03-03 01:16:04,call,18,0,0,outgoing,----------,+55-63-63262831,+55-80-80114242
1260,392,2022-03-07 07:20:20,data,0,0,56,outgoing,----------,+55-78-78117236,+55-67-67833064
1261,392,2022-03-04 16:04:27,data,0,0,193,incoming,----------,+702-48-20625673,+55-35-35242275
1262,392,2022-03-02 10:53:45,call,37,0,0,outgoing,----------,+55-80-80114242,+55-72-72407525
1263,392,2022-03-01 15:22:45,call,33,0,0,outgoing,----------,+55-16-16024808,+55-17-17112535
1264,392,2022-03-07 03:08:36,data,0,0,2,outgoing,----------,+55-62-62382018,+55-27-27508544
1265,626,2022-03-05 22:39:53,sms,0,1,0,outgoing,----------,+55-48-48034016,+55-25-25263553
1266,626,2022-03-02 12:59:50,sms,0,1,0,outgoing,----------,+55-22-22488308,+55-75-75245405
1267,626,2022-03-06 08:08:33,data,0,0,136,outgoing,----------,+55-74-74505167,+55-85-85861853
1268,626,2022-03-02 03:28:14,call,2,0,0,outgoing,----------,+55-07-07022446,+55-15-15540681
1269,626,2022-03-03 18:54:33,sms,0,1,0,incoming,----------,+55-17-17322108,+55-27-27567628
1270,626,2022-03-06 13:26:33,sms,0,1,0,outgoing,----------,+55-57-57026023,+525-32-41735404
1271,321,2022-03-05 11:40:59,data,0,0,142,incoming,----------,+55-56-56730007,+55-70-70205283
1272,321,2022-03-06 14:33:27,data,0,0,197,outgoing,----------,+55-38-38578565,+55-01-01208623
1273,722,2022-03-07 19:13:05,sms,0,1,0,outgoing,----------,+55-07-07383515,+55-88-88402185
1274,722,2022-03-02 00:53:35,sms,0,1,0,incoming,----------,+55-72-72605444,+55-24-24324205
1275,722,2022-03-03 16:47:06,sms,0,1,0,incoming,----------,+55-31-31021652,+55-35-35366807
1276,477,2022-03-02 14:44:30,call,44,0,0,incoming,----------,+55-38-38587256,+55-32-32752333
1277,477,2022-03-06 12:36:35,sms,0,1,0,outgoing,----------,+55-17-17476868,+55-53-53687870
1278,477,2022-03-06 05:44:05,data,0,0,111,outgoing,roaming,+55-16-16110743,+55-71-71714470
1279,477,2022-03-01 15:47:11,call,21,0,0,outgoing,----------,+55-43-43175628,+55-73-73715854
1280,477,2022-03-03 13:28:56,sms,0,1,0,outgoing,roaming,+55-48-48367142,+55-65-65141062
1281,477,2022-03-04 01:10:02,sms,0,1,0,outgoing,roaming,+55-58-58500612,+244-22-63754148
1282,477,2022-03-02 14:26:28,call,32,0,0,outgoing,----------,+55-28-28527444,+55-14-14733544
1283,308,2022-03-04 04:47:17,sms,0,1,0,incoming,----------,+55-88-88810120,+55-81-81446436
1284,308,2022-03-03 22:07:48,call,38,0,0,outgoing,----------,+55-70-70147466,+55-41-41128823
1285,308,2022-03-06 23:40:28,call,7,0,0,incoming,----------,+55-62-62746082,+55-56-56044787
1286,308,2022-03-02 20:10:08,data,0,0,196,incoming,----------,+55-58-58372364,+55-74-74565052
1287,308,2022-03-02 15:22:04,data,0,0,166,incoming,----------,+55-01-01208623,+55-33-33143234
1288,677,2022-03-04 01:09:26,data,0,0,11,outgoing,----------,+55-14-14631546,+55-70-70538123
1289,677,2022-03-04 21:12:14,data,0,0,91,incoming,----------,+55-64-64228434,+55-83-83057717
1290,677,2022-03-05 10:56:39,sms,0,1,0,outgoing,----------,+55-12-12634068,+55-06-06786233
1291,677,2022-03-01 22:24:50,sms,0,1,0,outgoing,----------,+55-68-68320788,+55-53-53082562
1292,677,2022-03-02 15:50:29,data,0,0,21,incoming,----------,+55-11-11881823,+55-42-42352245
1293,259,2022-03-05 09:10:24,sms,0,1,0,outgoing,----------,+55-64-64505868,+55-02-02011715
1294,720,2022-03-03 13:12:00,data,0,0,136,incoming,----------,+55-85-85861853,+55-58-58105557
1295,720,2022-03-05 20:04:12,sms,0,1,0,outgoing,----------,+55-87-87767306,+55-56-56311026
1296,720,2022-03-05 16:19:58,data,0,0,173,incoming,----------,+55-64-64681118,+55-07-07028087
1297,720,2022-03-02 15:22:12,sms,0,1,0,incoming,----------,+55-76-76046475,+55-05-05171575
1298,720,2022-03-02 17:59:24,sms,0,1,0,outgoing,----------,+55-57-57107856,+55-04-04863460
1299,720,2022-03-04 03:53:45,call,39,0,0,outgoing,roaming,+55-84-84123060,+55-86-86503625
1300,257,2022-03-03 16:16:26,sms,0,1,0,incoming,----------,+55-04-04210721,+55-80-80512066
1301,257,2022-03-07 13:29:45,data,0,0,21,incoming,----------,+55-53-53732548,+55-70-70265542
1302,257,2022-03-05 17:00:07,sms,0,1,0,incoming,roaming,+55-12-12504517,+55-33-33143234
1303,257,2022-03-05 15:51:51,call,45,0,0,incoming,----------,+55-02-02011715,+55-42-42734822
1304,692,2022-03-04 03:38:27,sms,0,1,0,incoming,----------,+55-04-04868667,+55-26-26062376
1305,692,2022-03-06 21:22:32,data,0,0,45,incoming,----------,+55-53-53850465,+55-16-16668063
1306,692,2022-03-03 21:01:44,call,46,0,0,outgoing,----------,+55-70-70634330,+55-54-54640402
1307,692,2022-03-05 07:25:41,sms,0,1,0,incoming,roaming,+55-22-22380306,+55-84-84440078
1308,692,2022-03-06 18:55:49,data,0,0,41,incoming,----------,+55-40-40416557,+55-50-50735003
1309,692,2022-03-03 09:40:43,data,0,0,23,outgoing,----------,+55-22-22380306,+55-74-74736161
1310,692,2022-03-02 09:34:26,data,0,0,188,incoming,roaming,+55-17-17335872,+55-60-60224737
1311,692,2022-03-01 13:46:37,call,25,0,0,incoming,----------,+55-63-63358254,+55-82-82671611
1312,692,2022-03-06 12:12:45,data,0,0,95,outgoing,----------,+55-80-80757083,+55-67-67582272
1313,702,2022-03-04 13:16:45,data,0,0,159,incoming,----------,+55-87-87346834,+55-78-78021883
1314,702,2022-03-06 12:24:30,sms,0,1,0,outgoing,----------,+55-45-45663748,+55-10-10406870
1315,702,2022-03-02 05:30:04,call,45,0,0,outgoing,----------,+55-52-52584252,+55-12-12634068
1316,702,2022-03-07 16:37:38,call,34,0,0,incoming,----------,+55-48-48630548,+55-81-81008888
1317,702,2022-03-06 07:13:59,sms,0,1,0,outgoing,----------,+55-63-63460330,+55-56-56021360
1318,702,2022-03-02 02:17:28,sms,0,1,0,outgoing,----------,+55-50-50653625,+331-91-96519062
1319,702,2022-03-03 00:55:43,data,0,0,54,outgoing,----------,+55-78-78721418,+55-76-76778438
1320,702,2022-03-04 04:43:33,call,40,0,0,incoming,----------,+55-35-35422272,+55-17-17745046
1321,702,2022-03-01 15:00:39,call,6,0,0,incoming,----------,+55-10-10765403,+55-24-24344642
1322,82,2022-03-01 08:10:41,data,0,0,174,outgoing,----------,+55-16-16647382,+55-55-55055285
1323,82,2022-03-05 08:08:19,sms,0,1,0,incoming,----------,+55-71-71714470,+55-16-16110743
1324,82,2022-03-03 14:02:15,sms,0,1,0,incoming,----------,+55-84-84465204,+55-73-73741404
1325,82,2022-03-03 20:18:38,sms,0,1,0,incoming,----------,+55-34-34822585,+55-77-77061022
1326,378,2022-03-03 18:34:48,call,28,0,0,outgoing,----------,+55-02-02764408,+55-22-22570374
1327,378,2022-03-03 11:04:17,call,2,0,0,incoming,----------,+55-66-66731181,+55-70-70306348
1328,378,2022-03-07 00:35:04,call,13,0,0,incoming,----------,+55-53-53535570,+55-73-73206174
1329,378,2022-03-05 11:04:04,data,0,0,5,outgoing,----------,+55-28-28474058,+55-28-28422764
1330,296,2022-03-01 03:39:30,sms,0,1,0,incoming,----------,+55-25-25263553,+55-38-38737378
1331,296,2022-03-02 22:27:30,data,0,0,193,outgoing,----------,+55-38-38578565,+55-53-53346557
1332,296,2022-03-05 02:52:40,call,41,0,0,outgoing,----------,+55-07-07835438,+55-74-74665222
1333,296,2022-03-03 16:56:43,call,14,0,0,incoming,----------,+55-23-23538867,+55-10-10510188
1334,147,2022-03-03 09:24:27,data,0,0,132,outgoing,----------,+55-12-12731074,+55-12-12518753
1335,147,2022-03-07 16:34:00,call,9,0,0,incoming,----------,+55-40-40878030,+55-40-40051361
1336,147,2022-03-03 07:54:12,data,0,0,154,outgoing,----------,+55-54-54881117,+55-76-76034886
1337,147,2022-03-03 04:10:16,sms,0,1,0,incoming,----------,+55-76-76611062,+55-63-63633016
1338,382,2022-03-07 09:51:02,data,0,0,9,incoming,----------,+55-88-88402754,+55-80-80682337
1339,382,2022-03-07 19:55:30,data,0,0,194,incoming,----------,+55-31-31284537,+55-10-10645544
1340,382,2022-03-05 17:26:14,sms,0,1,0,incoming,----------,+55-52-52776338,+55-56-56626560
1341,382,2022-03-03 20:06:27,sms,0,1,0,outgoing,----------,+55-12-12405171,+55-66-66151736
1342,382,2022-03-05 08:27:25,data,0,0,133,incoming,----------,+55-34-34860162,+55-16-16860288
1343,382,2022-03-07 12:13:11,call,37,0,0,outgoing,----------,+55-08-08327853,+55-50-50735003
1344,382,2022-03-06 09:23:35,call,28,0,0,outgoing,----------,+55-78-78201551,+55-48-48826828
1345,382,2022-03-02 19:19:01,data,0,0,194,outgoing,----------,+55-04-04764613,+55-51-51177527
1346,414,2022-03-03 11:31:23,data,0,0,61,incoming,----------,+55-01-01862757,+55-10-10455546
1347,414,2022-03-03 12:16:07,data,0,0,62,outgoing,----------,+55-74-74503703,+55-51-51553856
1348,414,2022-03-01 23:16:17,data,0,0,132,incoming,----------,+55-80-80114242,+55-86-86862635
1349,414,2022-03-01 21:01:29,sms,0,1,0,outgoing,----------,+55-81-81348156,+55-57-57107856
1350,414,2022-03-04 09:25:28,call,32,0,0,outgoing,----------,+55-55-55474784,+55-22-22461325
1351,15,2022-03-07 22:29:03,call,1,0,0,incoming,----------,+55-15-15104275,+55-43-43175628
1352,15,2022-03-07 07:19:54,sms,0,1,0,outgoing,----------,+55-74-74617204,+55-40-40461146
1353,15,2022-03-07 12:53:11,data,0,0,107,incoming,----------,+55-41-41037534,+55-03-03316605
1354,532,2022-03-04 03:58:09,data,0,0,19,outgoing,----------,+55-73-73677748,+55-57-57761434
1355,532,2022-03-04 02:45:57,call,41,0,0,outgoing,roaming,+55-05-05042144,+55-31-31304607
1356,532,2022-03-03 23:18:19,sms,0,1,0,incoming,----------,+635-83-69066573,+55-37-37216088
1357,357,2022-03-07 14:03:18,data,0,0,53,incoming,----------,+55-46-46531420,+55-67-67478047
1358,357,2022-03-04 21:32:29,sms,0,1,0,incoming,----------,+55-33-33168141,+55-02-02132006
1359,407,2022-03-07 10:03:58,sms,0,1,0,incoming,----------,+55-72-72605444,+55-84-84252180
1360,407,2022-03-06 00:44:09,call,25,0,0,incoming,----------,+55-48-48314163,+55-50-50132826
1361,407,2022-03-06 14:19:45,call,39,0,0,outgoing,----------,+55-34-34135045,+55-78-78721418
1362,407,2022-03-05 13:01:10,call,4,0,0,outgoing,----------,+55-32-32853475,+55-07-07022446
1363,407,2022-03-05 06:25:24,data,0,0,70,outgoing,roaming,+55-77-77443187,+55-71-71178856
1364,500,2022-03-06 12:57:45,sms,0,1,0,outgoing,----------,+55-35-35576405,+55-58-58105557
1365,500,2022-03-04 05:02:34,call,1,0,0,incoming,----------,+55-00-00421161,+55-03-03754856
1366,500,2022-03-07 20:28:54,data,0,0,184,incoming,----------,+55-62-62118121,+55-57-57345512
1367,500,2022-03-06 22:51:53,call,3,0,0,incoming,----------,+55-37-37216088,+55-48-48367142
1368,500,2022-03-01 18:55:11,data,0,0,126,outgoing,roaming,+55-64-64228434,+55-43-43115082
1369,500,2022-03-04 06:28:44,data,0,0,101,outgoing,----------,+55-02-02817804,+55-28-28626730
1370,11,2022-03-07 20:52:35,sms,0,1,0,outgoing,----------,+55-78-78570131,+55-34-34367305
1371,11,2022-03-01 01:59:27,call,31,0,0,incoming,----------,+55-16-16142486,+55-63-63633016
1372,11,2022-03-02 17:48:23,call,31,0,0,incoming,----------,+55-63-63873141,+55-16-16024808
1373,520,2022-03-04 02:29:53,sms,0,1,0,incoming,----------,+55-81-81582785,+55-55-55785431
1374,567,2022-03-04 13:49:29,call,43,0,0,outgoing,----------,+55-78-78570131,+55-81-81135100
1375,567,2022-03-03 21:20:32,sms,0,1,0,outgoing,----------,+55-37-37303424,+55-24-24888236
1376,567,2022-03-07 20:50:14,sms,0,1,0,outgoing,----------,+55-81-81135100,+55-56-56021360
1377,567,2022-03-04 19:53:29,sms,0,1,0,outgoing,----------,+55-44-44860634,+55-80-80517538
1378,567,2022-03-03 18:04:34,sms,0,1,0,outgoing,----------,+55-18-18707621,+55-60-60307744
1379,567,2022-03-07 05:05:26,call,14,0,0,outgoing,----------,+55-72-72511647,+55-33-33277107
1380,567,2022-03-07 02:55:13,sms,0,1,0,incoming,----------,+55-84-84470862,+55-55-55876270
1381,567,2022-03-01 08:03:29,sms,0,1,0,outgoing,----------,+55-06-06621258,+55-87-87181175
1382,567,2022-03-04 23:12:31,data,0,0,23,outgoing,----------,+55-51-51638044,+489-38-65533655
1383,406,2022-03-07 18:44:30,call,24,0,0,outgoing,----------,+55-34-34430185,+55-71-71701034
1384,406,2022-03-01 06:36:36,data,0,0,119,incoming,----------,+55-80-80437174,+55-83-83331534
1385,406,2022-03-07 15:01:15,data,0,0,134,incoming,----------,+55-02-02447874,+55-54-54140614
1386,406,2022-03-04 19:15:14,data,0,0,32,incoming,----------,+55-00-00734743,+55-54-54433355
1387,406,2022-03-03 05:40:33,call,39,0,0,incoming,roaming,+55-08-08362670,+55-42-42520262
1388,406,2022-03-03 13:17:18,call,29,0,0,incoming,----------,+55-17-17335872,+55-80-80114242
1389,406,2022-03-03 22:15:58,sms,0,1,0,outgoing,----------,+55-81-81731186,+55-74-74660702
1390,406,2022-03-07 04:49:26,sms,0,1,0,incoming,----------,+55-12-12634068,+55-62-62204235
1391,530,2022-03-03 16:16:56,data,0,0,81,outgoing,----------,+55-74-74632144,+55-57-57635106
1392,530,2022-03-05 19:26:00,data,0,0,19,outgoing,----------,+55-43-43808552,+55-51-51264436
1393,530,2022-03-06 22:23:20,sms,0,1,0,outgoing,----------,+55-76-76154538,+55-46-46320017
1394,634,2022-03-02 01:36:50,data,0,0,105,incoming,----------,+55-43-43371050,+55-46-46450408
1395,699,2022-03-06 18:03:32,sms,0,1,0,outgoing,----------,+55-02-02011715,+55-50-50573282
1396,699,2022-03-01 11:41:03,data,0,0,185,outgoing,----------,+55-11-11708748,+55-37-37174006
1397,699,2022-03-04 20:03:42,data,0,0,112,incoming,----------,+55-62-62204235,+55-66-66757402
1398,699,2022-03-06 03:02:04,call,14,0,0,incoming,----------,+55-10-10406870,+55-41-41486631
1399,699,2022-03-04 11:18:23,call,35,0,0,outgoing,----------,+55-40-40867731,+55-77-77533548
1400,699,2022-03-02 10:11:26,data,0,0,132,outgoing,----------,+55-63-63460330,+55-28-28211620
1401,699,2022-03-02 21:46:28,call,31,0,0,incoming,----------,+55-36-36718617,+55-31-31180100
1402,638,2022-03-05 08:21:56,sms,0,1,0,outgoing,----------,+55-17-17746100,+542-93-89629301
1403,638,2022-03-05 16:22:44,call,16,0,0,outgoing,----------,+55-15-15484105,+55-46-46847537
1404,638,2022-03-07 21:38:56,data,0,0,3,incoming,----------,+55-74-74165854,+55-58-58652305
1405,638,2022-03-04 03:29:50,sms,0,1,0,incoming,----------,+55-43-43808552,+55-60-60452542
1406,384,2022-03-04 15:42:12,data,0,0,152,incoming,----------,+55-71-71581477,+55-81-81051624
1407,384,2022-03-05 00:51:56,data,0,0,11,outgoing,roaming,+55-43-43485168,+55-01-01258358
1408,384,2022-03-06 20:59:34,data,0,0,89,outgoing,----------,+55-35-35704133,+55-52-52686183
1409,384,2022-03-02 05:41:49,data,0,0,128,incoming,----------,+55-70-70550580,+55-28-28466110
1410,384,2022-03-07 18:17:45,call,37,0,0,outgoing,----------,+55-40-40871140,+55-17-17285236
1411,149,2022-03-03 20:32:52,data,0,0,163,outgoing,----------,+55-87-87533004,+55-70-70502621
1412,149,2022-03-04 23:05:11,call,17,0,0,incoming,----------,+55-63-63633016,+55-67-67388362
1413,411,2022-03-02 16:29:41,sms,0,1,0,outgoing,----------,+55-58-58851438,+55-87-87183007
1414,411,2022-03-06 12:26:19,call,29,0,0,incoming,----------,+55-77-77533548,+55-51-51278561
1415,411,2022-03-06 08:22:46,data,0,0,99,outgoing,----------,+55-44-44860634,+55-54-54705070
1416,411,2022-03-01 17:40:11,call,13,0,0,outgoing,----------,+55-66-66757402,+55-04-04612061
1417,411,2022-03-02 13:21:37,sms,0,1,0,outgoing,roaming,+55-57-57358055,+907-37-12514321
1418,44,2022-03-01 20:32:12,call,38,0,0,outgoing,----------,+55-74-74213830,+55-61-61268674
1419,44,2022-03-06 15:54:14,call,48,0,0,outgoing,----------,+55-41-41010642,+55-53-53082562
