Customer_ID,First name,Last name,date of birth,gender,agree_for_promo,autopay_card,email,MSISDN,Status,customer category,customer_since,region,language,termination_date
1860,Fernanda,Pereira,2002-01-22,female,Yes,4038364052088306,fern.perei2@gmail.com,+55-85-85242365,active,phyzical,2021-07-21,Salvador,portuguese,----------
1861,Paulo,Costa,1940-06-18,male,No,----------,paul.costa40@gmail.com,+55-45-45665783,active,business,2022-02-11,Brasilia,portuguese,----------
1862,Luiz,Martins,1944-02-16,male,No,----------,luiz.marti44@gmail.com,+55-34-34250582,active,phyzical,2017-12-07,Salvador,portuguese,----------
1863,Paulo,Sousa,2002-10-30,male,Yes,0610474126378126,paul.sousa2@gmail.com,+55-46-46465852,active,phyzical,2020-01-16,Salvador,portuguese,----------
1864,Luiz,Carvalho,1999-08-24,male,Yes,8400265176723331,luiz.carva99@gmail.com,+55-36-36488766,active,phyzical,2022-01-01,Fortalesa,portuguese,----------
1865,Maria,Sousa,1997-05-07,female,No,----------,mari.sousa97@gmail.com,+55-37-37210563,active,business,2017-09-19,San_Paulo,english,----------
1866,Antonio,Barbosa,1973-07-06,male,No,7365567187537652,anto.barbo73@gmail.com,+55-71-71881216,inactive,phyzical,2009-11-05,San_Paulo,portuguese,2017-11-05
1867,Aline,Alves,2000-08-09,female,Yes,5882076046301232,alin.alves0@gmail.com,+55-42-42678763,active,phyzical,2019-07-31,Rio-de-Zhaneiro,portuguese,----------
1868,Antonia,Silva,1974-10-27,female,No,2102750708323474,anto.silva74@gmail.com,+55-14-14044127,active,phyzical,2019-09-22,San_Paulo,english,----------
1869,Aline,Almeida,1955-12-22,female,No,1315551444881104,alin.almei55@gmail.com,+55-03-03501002,active,phyzical,2021-04-30,San_Paulo,english,----------
1870,Marcia,Almeida,2002-06-21,female,Yes,----------,marc.almei2@gmail.com,+55-10-10543378,active,phyzical,2021-11-29,Salvador,portuguese,----------
1871,Paulo,Ferreira,1969-07-01,male,No,1472141050754072,paul.ferre69@gmail.com,+55-42-42706163,active,phyzical,2005-11-12,Rio-de-Zhaneiro,portuguese,----------
1872,Franciska,Almeida,1980-05-12,female,No,----------,fran.almei80@gmail.com,+55-28-28147142,active,phyzical,2014-11-22,Rio-de-Zhaneiro,portuguese,----------
1873,Joao,Oliveira,1977-06-04,male,Yes,----------,joao.olive77@gmail.com,+55-35-35222063,active,phyzical,1998-01-10,Rio-de-Zhaneiro,portuguese,----------
1874,Juliana,Alves,1984-02-02,female,No,3017166723803222,juli.alves84@gmail.com,+55-54-54571770,inactive,phyzical,2006-07-24,San_Paulo,portuguese,2018-05-02
1875,Maria,Almeida,1990-01-06,female,No,8158633850460183,mari.almei90@gmail.com,+55-57-57041146,inactive,phyzical,2009-12-01,Fortalesa,portuguese,2016-05-23
1876,Joao,Rodrigues,1947-03-10,male,No,0214667042052368,joao.rodri47@gmail.com,+55-36-36805433,inactive,phyzical,2012-05-15,San_Paulo,portuguese,2019-12-16
1877,Antonio,Santos,2000-09-22,male,Yes,7651566817486872,anto.santo0@gmail.com,+55-72-72775654,active,business,2021-06-22,Brasilia,portuguese,----------
1878,Marcos,Silva,1988-01-24,male,Yes,----------,marc.silva88@gmail.com,+55-44-44202871,active,phyzical,2016-09-07,Salvador,portuguese,----------
1879,Joao,Cardoso,2003-03-22,male,Yes,4882377558360763,joao.cardo3@gmail.com,+55-88-88317604,active,phyzical,2022-02-25,Brasilia,english,----------
1880,Juliana,Carvalho,1967-12-23,female,No,2876013020405401,juli.carva67@gmail.com,+55-03-03360300,active,phyzical,2022-02-15,Rio-de-Zhaneiro,english,----------
1881,Fernanda,Lima,1984-05-12,female,No,1847786066134816,fern.lima84@gmail.com,+55-54-54012236,active,phyzical,2003-08-11,Salvador,english,----------
1882,Juliana,Costa,1966-05-14,female,No,6365564164360450,juli.costa66@gmail.com,+55-42-42115234,active,phyzical,2002-10-17,Brasilia,portuguese,----------
1883,Antonio,Barbosa,1999-02-24,male,Yes,2736728823087725,anto.barbo99@gmail.com,+55-81-81852811,active,phyzical,2018-10-16,Brasilia,portuguese,----------
1884,Marcia,Melo,1995-04-23,female,No,7871735631737757,marc.melo95@gmail.com,+55-45-45565874,active,business,2022-02-24,San_Paulo,portuguese,----------
1885,Andriana,Pereira,1989-05-24,female,Yes,7238061412512213,andr.perei89@gmail.com,+55-40-40850558,active,business,2019-11-16,Brasilia,portuguese,----------
1886,Marcia,Alves,1954-11-02,female,No,0472634180426057,marc.alves54@gmail.com,+55-22-22822476,active,phyzical,2013-10-06,San_Paulo,portuguese,----------
1887,Antonio,Santos,1977-04-09,male,No,----------,anto.santo77@gmail.com,+55-35-35172342,active,phyzical,2007-01-19,Brasilia,portuguese,----------
1888,Juliana,Alves,2002-01-12,female,Yes,2416813061747681,juli.alves2@gmail.com,+55-23-23665404,active,phyzical,2022-02-24,Brasilia,portuguese,----------
1889,Luiz,Costa,1946-03-27,male,No,2377045304465142,luiz.costa46@gmail.com,+55-02-02832023,active,phyzical,2020-09-13,Brasilia,portuguese,----------
1890,Antonio,Carvalho,1990-11-25,male,No,4521786328361878,anto.carva90@gmail.com,+55-25-25372402,active,phyzical,2010-06-04,Fortalesa,portuguese,----------
1891,Marcos,Lima,1985-03-22,male,No,6754470404546745,marc.lima85@gmail.com,+55-16-16005482,inactive,phyzical,2003-03-03,Brasilia,portuguese,2008-04-05
1892,Carlos,Santos,1990-10-12,male,No,8213651475874613,carl.santo90@gmail.com,+55-05-05448231,active,phyzical,2020-01-21,San_Paulo,portuguese,----------
1893,Juliana,Rodrigues,1966-10-24,female,No,1627148168526133,juli.rodri66@gmail.com,+55-32-32137712,active,phyzical,2020-10-25,Rio-de-Zhaneiro,portuguese,----------
1894,Aline,Lima,1980-06-24,female,Yes,1615870813331370,alin.lima80@gmail.com,+55-17-17005280,active,business,2020-06-28,San_Paulo,portuguese,----------
1895,Marcos,Sousa,1969-09-18,male,No,3613700710761221,marc.sousa69@gmail.com,+55-25-25014588,inactive,phyzical,1995-10-19,Rio-de-Zhaneiro,portuguese,2015-11-02
1896,Marcia,Araujo,1978-02-19,female,No,6736428150577712,marc.arauj78@gmail.com,+55-06-06057044,active,phyzical,2017-10-20,Brasilia,portuguese,----------
1897,Pedro,Ferreira,1949-08-04,male,No,----------,pedr.ferre49@gmail.com,+55-36-36861683,active,phyzical,2006-05-19,Brasilia,portuguese,----------
1898,Marcos,Santos,1960-12-25,male,No,5852661658220223,marc.santo60@gmail.com,+55-30-30478585,active,phyzical,2003-08-17,San_Paulo,portuguese,----------
1899,Maria,Silva,1946-04-19,female,No,5327817238632180,mari.silva46@gmail.com,+55-64-64232452,inactive,phyzical,2017-01-08,Salvador,portuguese,2021-12-26
1900,Lucas,Barbosa,1987-07-10,male,No,4642886812865283,luca.barbo87@gmail.com,+55-81-81353510,active,phyzical,2017-03-13,San_Paulo,portuguese,----------
1901,Antonia,Santos,1978-11-01,female,No,3221186860782721,anto.santo78@gmail.com,+55-78-78654244,inactive,business,2008-02-14,Salvador,portuguese,2020-06-21
1902,Patricia,Alves,1940-05-26,female,No,6045204475872224,patr.alves40@gmail.com,+55-38-38734340,active,phyzical,1997-12-16,Brasilia,portuguese,----------
1903,Andriana,Melo,1938-09-07,female,No,7581414231424135,andr.melo38@gmail.com,+55-55-55737263,active,phyzical,2022-02-07,Fortalesa,portuguese,----------
1904,Paulo,Rodrigues,2000-11-08,male,Yes,6874316587388754,paul.rodri0@gmail.com,+55-60-60350176,active,phyzical,2021-01-18,San_Paulo,portuguese,----------
1905,Luiz,Pereira,2001-08-22,male,Yes,3806100870856285,luiz.perei1@gmail.com,+55-05-05000860,active,phyzical,2020-07-24,San_Paulo,portuguese,----------
1906,Carlos,Cardoso,1969-02-09,male,No,2785477728332473,carl.cardo69@gmail.com,+55-78-78620187,active,phyzical,2018-02-20,San_Paulo,portuguese,----------
1907,Joao,Sousa,1971-05-21,male,No,----------,joao.sousa71@gmail.com,+55-66-66626372,inactive,phyzical,2013-10-20,Rio-de-Zhaneiro,portuguese,2015-03-07
1908,Luiz,Almeida,1972-09-29,male,No,3687160153886681,luiz.almei72@gmail.com,+55-80-80442835,active,phyzical,2001-10-11,Rio-de-Zhaneiro,portuguese,----------
1909,Andriana,Almeida,1993-05-17,female,No,4107632652478025,andr.almei93@gmail.com,+55-46-46701364,inactive,phyzical,2014-08-17,San_Paulo,portuguese,2017-05-12
1910,Juliana,Ferreira,1977-09-16,female,No,1773003023207718,juli.ferre77@gmail.com,+55-27-27565321,active,phyzical,2021-06-28,Rio-de-Zhaneiro,english,----------
1911,Paulo,Gomes,1995-10-10,male,No,----------,paul.gomes95@gmail.com,+55-67-67882555,active,phyzical,2014-07-02,San_Paulo,portuguese,----------
1912,Aline,Sousa,1993-05-06,female,No,----------,alin.sousa93@gmail.com,+55-20-20666137,active,phyzical,2012-06-19,Rio-de-Zhaneiro,english,----------
1913,Carlos,Carvalho,1983-09-28,male,No,7616305080566088,carl.carva83@gmail.com,+55-34-34752456,active,phyzical,2020-02-18,Fortalesa,portuguese,----------
1914,Pedro,Lima,2002-10-21,male,Yes,7537785722484603,pedr.lima2@gmail.com,+55-77-77474338,active,phyzical,2022-02-15,Rio-de-Zhaneiro,english,----------
1915,Jose,Carvalho,1993-11-20,male,No,----------,jose.carva93@gmail.com,+55-68-68726726,active,phyzical,2021-12-28,Rio-de-Zhaneiro,portuguese,----------
1916,Paulo,Ribeiro,1990-01-18,male,No,5240662301682528,paul.ribei90@gmail.com,+55-60-60688600,active,phyzical,2013-01-26,Salvador,portuguese,----------
1917,Andriana,Martins,1967-10-25,female,No,8223022724317260,andr.marti67@gmail.com,+55-77-77145770,active,business,2011-12-05,Salvador,portuguese,----------
1918,Juliana,Barbosa,1972-04-20,female,No,2877427268705388,juli.barbo72@gmail.com,+55-01-01561723,inactive,phyzical,2000-06-01,Rio-de-Zhaneiro,portuguese,2003-01-22
1919,Juliana,Costa,1968-01-25,female,No,1182237003215603,juli.costa68@gmail.com,+55-54-54276133,active,phyzical,2021-01-15,Salvador,english,----------
1920,Carlos,Silva,1997-06-05,male,No,8633818376457116,carl.silva97@gmail.com,+55-50-50624777,active,phyzical,2022-02-05,San_Paulo,portuguese,----------
1921,Patricia,Araujo,1978-12-25,female,No,7848201052078114,patr.arauj78@gmail.com,+55-66-66372680,active,business,2019-11-11,San_Paulo,english,----------
1922,Francisco,Carvalho,1970-11-29,male,No,5382201672602471,fran.carva70@gmail.com,+55-41-41860148,active,business,2019-12-16,Rio-de-Zhaneiro,portuguese,----------
1923,Joao,Gomes,2000-11-25,male,No,5803354503731247,joao.gomes0@gmail.com,+55-15-15273137,active,phyzical,2021-09-24,San_Paulo,portuguese,----------
1924,Andriana,Rodrigues,1987-09-16,female,No,----------,andr.rodri87@gmail.com,+55-74-74421062,active,phyzical,2017-01-03,Rio-de-Zhaneiro,english,----------
1925,Juliana,Sousa,1994-07-11,female,Yes,----------,juli.sousa94@gmail.com,+55-23-23845657,active,phyzical,2022-02-20,San_Paulo,portuguese,----------
1926,Paulo,Ferreira,1954-11-21,male,No,3570437680236402,paul.ferre54@gmail.com,+55-42-42552555,active,business,2001-09-17,San_Paulo,english,----------
1927,Pedro,Martins,1965-07-04,male,No,----------,pedr.marti65@gmail.com,+55-04-04327681,active,phyzical,2000-02-11,Rio-de-Zhaneiro,portuguese,----------
1928,Pedro,Santos,1971-10-02,male,No,7175525782368426,pedr.santo71@gmail.com,+55-65-65744017,active,phyzical,2002-09-22,Salvador,portuguese,----------
1929,Andriana,Alves,1991-08-16,female,No,8582438567023603,andr.alves91@gmail.com,+55-67-67135725,active,phyzical,2010-11-13,Brasilia,portuguese,----------
1930,Lucas,Cardoso,1998-02-05,male,No,4128344351305868,luca.cardo98@gmail.com,+55-78-78742226,active,business,2020-07-26,San_Paulo,portuguese,----------
1931,Juliana,Santos,1986-03-16,female,No,----------,juli.santo86@gmail.com,+55-36-36380827,active,phyzical,2005-06-15,San_Paulo,english,----------
1932,Joao,Carvalho,1965-05-18,male,No,----------,joao.carva65@gmail.com,+55-48-48267315,active,phyzical,2012-03-28,Rio-de-Zhaneiro,portuguese,----------
1933,Juliana,Ribeiro,1972-10-02,female,No,----------,juli.ribei72@gmail.com,+55-48-48328712,active,phyzical,2013-09-28,Salvador,portuguese,----------
1934,Franciska,Gomes,1995-04-10,female,No,5233822541116087,fran.gomes95@gmail.com,+55-74-74212742,active,phyzical,2014-01-03,Rio-de-Zhaneiro,portuguese,----------
1935,Joao,Pereira,1999-10-10,male,Yes,----------,joao.perei99@gmail.com,+55-02-02387038,active,phyzical,2022-02-19,Rio-de-Zhaneiro,portuguese,----------
1936,Franciska,Barbosa,1962-11-27,female,No,1127546110663842,fran.barbo62@gmail.com,+55-12-12531417,active,phyzical,2019-02-16,Rio-de-Zhaneiro,portuguese,----------
1937,Antonio,Melo,1949-06-10,male,No,0274812806605506,anto.melo49@gmail.com,+55-75-75524784,active,phyzical,2010-07-05,Brasilia,portuguese,----------
1938,Maria,Barbosa,1966-01-15,female,No,4147188226784487,mari.barbo66@gmail.com,+55-38-38421480,active,phyzical,1995-01-21,San_Paulo,portuguese,----------
1939,Juliana,Gomes,1980-09-07,female,No,5871440316401227,juli.gomes80@gmail.com,+55-28-28113324,active,phyzical,2005-09-23,Rio-de-Zhaneiro,english,----------
1940,Patricia,Silva,1959-03-02,female,No,5413820153586557,patr.silva59@gmail.com,+55-14-14286747,inactive,phyzical,2002-03-25,Brasilia,portuguese,2012-11-27
1941,Joao,Alves,1965-04-29,male,No,8606471235027018,joao.alves65@gmail.com,+55-33-33678661,active,phyzical,2017-07-09,San_Paulo,portuguese,----------
1942,Francisco,Melo,1945-07-15,male,No,1621435507227066,fran.melo45@gmail.com,+55-44-44448350,active,phyzical,2012-03-28,Salvador,portuguese,----------
1943,Juliana,Araujo,1945-12-31,female,No,8047173080215563,juli.arauj45@gmail.com,+55-06-06675044,inactive,business,2004-11-02,San_Paulo,portuguese,2016-04-03
1944,Marcos,Almeida,1988-04-06,male,Yes,4126802328161711,marc.almei88@gmail.com,+55-84-84377431,active,business,2020-01-03,Rio-de-Zhaneiro,portuguese,----------
1945,Franciska,Alves,1988-09-15,female,No,6621674020231873,fran.alves88@gmail.com,+55-20-20857406,active,business,2012-08-05,San_Paulo,english,----------
1946,Fernanda,Oliveira,1966-11-03,female,No,7683170654554471,fern.olive66@gmail.com,+55-17-17501780,active,business,2015-08-05,San_Paulo,portuguese,----------
1947,Pedro,Alves,1993-04-24,male,Yes,4874348684030222,pedr.alves93@gmail.com,+55-66-66375838,active,phyzical,2020-11-13,San_Paulo,portuguese,----------
1948,Lucas,Oliveira,2001-08-07,male,Yes,----------,luca.olive1@gmail.com,+55-23-23024037,active,business,2020-07-14,Rio-de-Zhaneiro,portuguese,----------
1949,Marcos,Almeida,1969-10-11,male,No,----------,marc.almei69@gmail.com,+55-74-74007058,active,phyzical,2006-07-21,Brasilia,english,----------
1950,Juliana,Araujo,1983-01-20,female,No,1412805672155832,juli.arauj83@gmail.com,+55-26-26110530,active,phyzical,2022-02-04,Rio-de-Zhaneiro,portuguese,----------
1951,Carlos,Silva,1992-03-07,male,Yes,3615501610235648,carl.silva92@gmail.com,+55-06-06362038,active,phyzical,2016-06-24,Fortalesa,portuguese,----------
1952,Carlos,Gomes,1991-10-11,male,No,8766017430142722,carl.gomes91@gmail.com,+55-13-13644412,active,business,2009-06-25,Salvador,portuguese,----------
1953,Andriana,Alves,1987-02-20,female,No,----------,andr.alves87@gmail.com,+55-01-01550501,active,phyzical,2017-04-09,Rio-de-Zhaneiro,portuguese,----------
1954,Antonia,Gomes,1977-11-04,female,No,0346842122340324,anto.gomes77@gmail.com,+55-52-52016034,inactive,phyzical,2001-02-11,Brasilia,portuguese,2007-08-05
1955,Luiz,Melo,1984-11-08,male,No,7050816664075611,luiz.melo84@gmail.com,+55-72-72867460,active,phyzical,2018-11-24,San_Paulo,portuguese,----------
1956,Carlos,Pereira,1984-11-05,male,Yes,4242218410456326,carl.perei84@gmail.com,+55-08-08401264,inactive,phyzical,2011-10-24,Rio-de-Zhaneiro,english,2017-10-22
1957,Luiz,Barbosa,1968-05-31,male,No,0865815055412173,luiz.barbo68@gmail.com,+55-88-88450703,active,phyzical,2003-08-11,San_Paulo,portuguese,----------
1958,Joao,Melo,1959-12-23,male,No,5671860214227406,joao.melo59@gmail.com,+55-68-68325271,active,phyzical,1998-10-17,San_Paulo,portuguese,----------
1959,Luiz,Melo,1979-05-09,male,No,3375510438341620,luiz.melo79@gmail.com,+55-80-80221628,active,phyzical,2020-12-06,San_Paulo,portuguese,----------
1960,Carlos,Oliveira,1976-07-04,male,No,7702667661112712,carl.olive76@gmail.com,+55-71-71382731,active,phyzical,2011-10-11,San_Paulo,portuguese,----------
1961,Maria,Gomes,1979-04-17,female,No,8345315834721463,mari.gomes79@gmail.com,+55-16-16443687,active,phyzical,2009-02-25,Brasilia,portuguese,----------
1962,Francisco,Silva,2003-12-28,male,Yes,3531744654151057,fran.silva3@gmail.com,+55-55-55408227,active,business,2021-02-27,Rio-de-Zhaneiro,portuguese,----------
1963,Antonia,Ribeiro,1990-08-15,female,No,1218780551501670,anto.ribei90@gmail.com,+55-11-11384464,active,business,2008-01-29,Salvador,portuguese,----------
1964,Antonio,Silva,1975-08-28,male,No,6018614041218611,anto.silva75@gmail.com,+55-07-07857756,inactive,phyzical,1995-09-02,Brasilia,english,2010-01-28
1965,Andriana,Araujo,2002-12-01,female,Yes,1343383581044572,andr.arauj2@gmail.com,+55-52-52810856,active,phyzical,2021-01-09,San_Paulo,english,----------
1966,Jose,Costa,1977-03-24,male,No,1618321201171140,jose.costa77@gmail.com,+55-02-02782863,inactive,business,1999-12-02,San_Paulo,portuguese,2010-01-11
1967,Aline,Gomes,1989-10-20,female,No,4644142675343804,alin.gomes89@gmail.com,+55-60-60675602,active,business,2019-05-31,Fortalesa,portuguese,----------
1968,Luiz,Pereira,1980-06-22,male,No,----------,luiz.perei80@gmail.com,+55-67-67048544,active,phyzical,2019-03-29,Salvador,portuguese,----------
1969,Patricia,Sousa,1969-08-26,female,No,5267346783060047,patr.sousa69@gmail.com,+55-54-54424580,active,business,2017-03-24,Brasilia,portuguese,----------
1970,Franciska,Araujo,1956-03-22,female,No,5480167204286355,fran.arauj56@gmail.com,+55-81-81028862,active,phyzical,2000-06-16,San_Paulo,portuguese,----------
1971,Marcos,Cardoso,1995-12-10,male,No,8363581083615157,marc.cardo95@gmail.com,+55-64-64815626,active,business,2019-09-16,San_Paulo,portuguese,----------
1972,Marcia,Alves,1970-01-13,female,No,5861245870278688,marc.alves70@gmail.com,+55-12-12151165,active,phyzical,1998-01-27,Brasilia,portuguese,----------
1973,Fernanda,Lima,1988-11-28,female,No,----------,fern.lima88@gmail.com,+55-52-52324583,active,phyzical,2016-08-10,Rio-de-Zhaneiro,english,----------
1974,Carlos,Martins,1975-07-30,male,No,7510727373866567,carl.marti75@gmail.com,+55-41-41502608,active,phyzical,2021-02-08,Brasilia,english,----------
1975,Lucas,Martins,1975-10-25,male,No,----------,luca.marti75@gmail.com,+55-06-06417142,active,phyzical,2007-06-09,San_Paulo,english,----------
1976,Luiz,Oliveira,1973-04-19,male,No,7255353464684348,luiz.olive73@gmail.com,+55-61-61834064,active,business,2016-03-27,Rio-de-Zhaneiro,portuguese,----------
1977,Francisco,Melo,1971-02-06,male,No,0604346320236674,fran.melo71@gmail.com,+55-12-12316813,active,business,2007-11-09,Rio-de-Zhaneiro,portuguese,----------
1978,Franciska,Cardoso,1967-05-18,female,No,5181265317572585,fran.cardo67@gmail.com,+55-21-21217767,active,business,2012-11-30,San_Paulo,portuguese,----------
1979,Luiz,Silva,1984-10-17,male,No,----------,luiz.silva84@gmail.com,+55-71-71673886,active,phyzical,2019-01-19,San_Paulo,portuguese,----------
1980,Juliana,Carvalho,1988-11-12,female,Yes,1850846567718706,juli.carva88@gmail.com,+55-07-07403030,active,phyzical,2022-02-10,San_Paulo,portuguese,----------
1981,Antonia,Rodrigues,2003-11-18,female,Yes,4673433675743378,anto.rodri3@gmail.com,+55-73-73628874,active,phyzical,2022-01-07,San_Paulo,portuguese,----------
1982,Carlos,Santos,1951-08-10,male,No,0857380014741531,carl.santo51@gmail.com,+55-65-65120812,active,phyzical,2002-09-20,San_Paulo,portuguese,----------
1983,Marcos,Ferreira,2000-11-17,male,Yes,7016051045887783,marc.ferre0@gmail.com,+55-01-01775107,active,business,2019-02-11,San_Paulo,portuguese,----------
1984,Pedro,Gomes,1949-03-04,male,No,3606014126845078,pedr.gomes49@gmail.com,+55-48-48370447,inactive,phyzical,1997-07-29,Brasilia,portuguese,1999-12-14
1985,Antonia,Gomes,1996-06-09,female,No,5121048055207325,anto.gomes96@gmail.com,+55-52-52240411,active,business,2018-08-22,Brasilia,portuguese,----------
1986,Ana,Ribeiro,1966-04-03,female,No,3188874254782600,ana.ribei66@gmail.com,+55-36-36020783,active,phyzical,1997-01-14,Brasilia,english,----------
1987,Jose,Araujo,1968-07-23,male,No,4458057665126085,jose.arauj68@gmail.com,+55-56-56426658,active,phyzical,2013-04-07,Salvador,portuguese,----------
1988,Luiz,Gomes,1971-01-08,male,No,1487085738340005,luiz.gomes71@gmail.com,+55-73-73314664,active,business,2015-03-26,Rio-de-Zhaneiro,english,----------
1989,Carlos,Costa,1971-02-23,male,No,----------,carl.costa71@gmail.com,+55-63-63048547,active,phyzical,2013-07-03,Rio-de-Zhaneiro,portuguese,----------
1990,Luiz,Sousa,1978-08-18,male,No,2531410166066230,luiz.sousa78@gmail.com,+55-26-26417118,inactive,phyzical,2012-07-11,Rio-de-Zhaneiro,english,2020-12-14
1991,Carlos,Rodrigues,1996-08-09,male,Yes,4453823357771173,carl.rodri96@gmail.com,+55-70-70303400,active,business,2018-10-24,Rio-de-Zhaneiro,english,----------
1992,Carlos,Carvalho,1989-10-01,male,No,0254185058230853,carl.carva89@gmail.com,+55-74-74260261,active,business,2014-06-18,San_Paulo,english,----------
1993,Pedro,Alves,1974-05-08,male,No,8761013315366026,pedr.alves74@gmail.com,+55-61-61431458,active,phyzical,2008-11-26,Rio-de-Zhaneiro,english,----------
1994,Jose,Santos,1988-08-26,male,Yes,1384746165461122,jose.santo88@gmail.com,+55-02-02228181,active,phyzical,2017-08-27,San_Paulo,portuguese,----------
1995,Francisco,Martins,1981-05-11,male,No,3307811055540627,fran.marti81@gmail.com,+55-20-20246733,active,phyzical,2008-11-09,Rio-de-Zhaneiro,english,----------
1996,Francisco,Araujo,2001-07-15,male,Yes,6501833272875635,fran.arauj1@gmail.com,+55-41-41813204,active,business,2019-07-28,Salvador,english,----------
1997,Francisco,Pereira,1985-01-23,male,No,1705485518867082,fran.perei85@gmail.com,+55-34-34563553,inactive,phyzical,2018-06-27,Brasilia,english,2019-06-20
1998,Jose,Cardoso,1949-09-24,male,No,1767631267467267,jose.cardo49@gmail.com,+55-70-70510656,active,phyzical,2022-01-04,San_Paulo,portuguese,----------
1999,Lucas,Oliveira,1974-01-11,male,No,7485168538287856,luca.olive74@gmail.com,+55-02-02533816,active,phyzical,2009-10-18,Rio-de-Zhaneiro,english,----------
2000,Aline,Lima,1994-07-20,female,No,5538306227620478,alin.lima94@gmail.com,+55-33-33537805,active,business,2012-02-02,Brasilia,portuguese,----------
2001,Aline,Barbosa,1966-02-16,female,No,8041878382480231,alin.barbo66@gmail.com,+55-40-40608177,active,phyzical,1998-04-23,San_Paulo,portuguese,----------
2002,Patricia,Sousa,1965-03-09,female,No,1467312822561118,patr.sousa65@gmail.com,+55-63-63066321,active,phyzical,2005-04-17,Rio-de-Zhaneiro,portuguese,----------
2003,Aline,Rodrigues,1997-09-08,female,Yes,0718822081707831,alin.rodri97@gmail.com,+55-72-72505868,active,phyzical,2016-01-18,Rio-de-Zhaneiro,portuguese,----------
2004,Fernanda,Araujo,1944-01-24,female,No,0715833740848031,fern.arauj44@gmail.com,+55-71-71165620,inactive,phyzical,1999-06-17,San_Paulo,portuguese,2000-08-31
2005,Lucas,Ribeiro,1946-11-08,male,No,4146886870855845,luca.ribei46@gmail.com,+55-33-33606107,active,phyzical,2000-10-08,San_Paulo,portuguese,----------
2006,Pedro,Barbosa,1993-09-13,male,No,2822126446722334,pedr.barbo93@gmail.com,+55-18-18712054,active,phyzical,2022-02-09,Salvador,portuguese,----------
2007,Luiz,Ferreira,1977-08-13,male,No,----------,luiz.ferre77@gmail.com,+55-82-82815633,active,phyzical,2010-09-19,Salvador,portuguese,----------
2008,Antonia,Sousa,1988-09-23,female,No,3573113810571140,anto.sousa88@gmail.com,+55-64-64758541,inactive,phyzical,2017-04-27,San_Paulo,portuguese,2019-08-29
2009,Patricia,Cardoso,1945-02-13,female,No,3621305744048576,patr.cardo45@gmail.com,+55-42-42558824,active,phyzical,2015-07-27,Salvador,portuguese,----------
2010,Pedro,Gomes,1972-06-19,male,No,2767403867814875,pedr.gomes72@gmail.com,+55-07-07335534,active,phyzical,2013-03-04,San_Paulo,portuguese,----------
2011,Maria,Pereira,1985-05-24,female,No,4115632525277610,mari.perei85@gmail.com,+55-41-41434755,active,phyzical,2014-06-21,Brasilia,english,----------
2012,Patricia,Santos,1986-03-03,female,No,4630138638526084,patr.santo86@gmail.com,+55-41-41445670,active,phyzical,2013-05-18,Rio-de-Zhaneiro,portuguese,----------
2013,Fernanda,Ribeiro,1976-07-21,female,No,0840736728040678,fern.ribei76@gmail.com,+55-72-72365815,active,phyzical,2018-09-05,Salvador,portuguese,----------
2014,Juliana,Martins,1960-09-20,female,No,2564711124750820,juli.marti60@gmail.com,+55-55-55608500,active,business,2014-05-03,Rio-de-Zhaneiro,portuguese,----------
2015,Andriana,Rodrigues,2003-12-01,female,No,0821884438474675,andr.rodri3@gmail.com,+55-62-62536386,active,business,2021-06-20,San_Paulo,english,----------
2016,Marcia,Lima,1970-09-19,female,No,5570637215665734,marc.lima70@gmail.com,+55-30-30152223,active,phyzical,2022-02-21,San_Paulo,portuguese,----------
2017,Luiz,Pereira,1990-06-25,male,No,4183148056672818,luiz.perei90@gmail.com,+55-60-60723282,active,phyzical,2010-12-31,Rio-de-Zhaneiro,portuguese,----------
2018,Pedro,Costa,1987-05-17,male,No,3022826710643746,pedr.costa87@gmail.com,+55-48-48567148,active,phyzical,2019-02-15,San_Paulo,portuguese,----------
2019,Carlos,Araujo,1989-05-23,male,No,4527451622516507,carl.arauj89@gmail.com,+55-40-40082568,active,business,2007-09-29,Rio-de-Zhaneiro,portuguese,----------
2020,Jose,Melo,1966-09-15,male,No,3850523612468782,jose.melo66@gmail.com,+55-52-52135730,active,phyzical,2004-05-04,Salvador,portuguese,----------
2021,Aline,Barbosa,1997-06-20,female,No,7877777804126733,alin.barbo97@gmail.com,+55-56-56554881,active,phyzical,2017-01-11,Fortalesa,english,----------
2022,Franciska,Gomes,1982-07-10,female,No,5331543544632515,fran.gomes82@gmail.com,+55-77-77732608,active,phyzical,2022-02-15,San_Paulo,portuguese,----------
2023,Franciska,Ferreira,1976-09-08,female,No,----------,fran.ferre76@gmail.com,+55-58-58284216,active,phyzical,2007-10-31,Rio-de-Zhaneiro,english,----------
2024,Jose,Melo,1990-02-13,male,No,0061732752174712,jose.melo90@gmail.com,+55-04-04766311,active,business,2008-11-10,Salvador,portuguese,----------
2025,Antonia,Lima,1975-08-20,female,No,5144752617513453,anto.lima75@gmail.com,+55-77-77775345,active,phyzical,2008-04-03,Rio-de-Zhaneiro,english,----------
2026,Maria,Ribeiro,1982-06-17,female,No,1668011823811811,mari.ribei82@gmail.com,+55-85-85580653,active,phyzical,2008-07-13,San_Paulo,portuguese,----------
